"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
5982,"SBTE","medium_airport","Senador Petrônio Portela Airport",-5.0599398613,-42.8235015869,219,"SA","BR","BR-PI","Teresina","yes","SBTE","THE","","","",""
5983,"SBTF","medium_airport","Tefé Airport",-3.38294005394,-64.7240982056,188,"SA","BR","BR-AM","Tefé","yes","SBTF","TFF","","","https://en.wikipedia.org/wiki/Tef%C3%A9_Airport",""
5984,"SBTK","medium_airport","Tarauacá Airport",-8.1552600860596,-70.783302307129,646,"SA","BR","BR-AC","Tarauacá","no","SBTK","TRQ","","","https://en.wikipedia.org/wiki/Tarauac%C3%A1_Airport",""
5985,"SBTL","medium_airport","Telêmaco Borba Airport",-24.3178005218506,-50.6515998840332,2610,"SA","BR","BR-PR","Telêmaco Borba","no","SBTL","TEC","","","",""
5988,"SBTT","medium_airport","Tabatinga Airport",-4.2556700706482,-69.93579864502,279,"SA","BR","BR-AM","Tabatinga","yes","SBTT","TBT","","","https://en.wikipedia.org/wiki/Tabatinga_International_Airport",""
5989,"SBTU","medium_airport","Tucuruí Airport",-3.7860100269318,-49.72029876709,830,"SA","BR","BR-PA","Tucuruí","yes","SBTU","TUR","","","https://en.wikipedia.org/wiki/Tucuru%C3%AD_Airport",""
5990,"SBUA","medium_airport","São Gabriel da Cachoeira Airport",-0.14835,-66.9855,251,"SA","BR","BR-AM","São Gabriel Da Cachoeira","yes","SBUA","SJL","","","http://en.wikipedia.org/wiki/São_Gabriel_da_Cachoeira_Airport",""
5991,"SBUF","medium_airport","Paulo Afonso Airport",-9.4008798599243,-38.250598907471,883,"SA","BR","BR-BA","Paulo Afonso","yes","SBUF","PAV","","","https://en.wikipedia.org/wiki/Paulo_Afonso_Airport",""
5992,"SBUG","medium_airport","Rubem Berta Airport",-29.7821998596,-57.0382003784,256,"SA","BR","BR-RS","Uruguaiana","yes","SBUG","URG","","","https://en.wikipedia.org/wiki/Ruben_Berta_International_Airport","Ruben Berta"
5993,"SBUL","medium_airport","Ten. Cel. Aviador César Bombonato Airport",-18.883612,-48.225277,3094,"SA","BR","BR-MG","Uberlândia","yes","SBUL","UDI","","","https://en.wikipedia.org/wiki/Uberlândia_Airport",""
5995,"SBUR","medium_airport","Mário de Almeida Franco Airport",-19.764722824097,-47.966110229492,2655,"SA","BR","BR-MG","Uberaba","yes","SBUR","UBA","","","https://en.wikipedia.org/wiki/Uberaba_Airport",""
5996,"SBVG","medium_airport","Major Brigadeiro Trompowsky Airport",-21.5900993347,-45.4733009338,3025,"SA","BR","BR-MG","Varginha","no","SBVG","VAG","","","https://en.wikipedia.org/wiki/Varginha_Airport","Varginha Airport"
5997,"SBVH","medium_airport","Brigadeiro Camarão Airport",-12.694399833679,-60.098300933838,2018,"SA","BR","BR-RO","Vilhena","yes","SBVH","BVH","","","https://en.wikipedia.org/wiki/Vilhena_Airport","Vilhena Airport"
5998,"SBVT","medium_airport","Eurico de Aguiar Salles Airport",-20.258057,-40.286388,11,"SA","BR","BR-ES","Vitória","yes","SBVT","VIX","","","https://en.wikipedia.org/wiki/Eurico_de_Aguiar_Salles_Airport",""
6000,"SBYS","medium_airport","Campo Fontenelle Airport",-21.9846000671387,-47.3348007202148,1968,"SA","BR","BR-SP","Pirassununga","no","SBYS","QPS","","","",""
308204,"SBZM","medium_airport","Presidente Itamar Franco Airport",-21.513086,-43.173069,1348,"SA","BR","BR-MG","Juiz de Fora","yes","SBZM","IZA","","","http://en.wikipedia.org/wiki/Zona_da_Mata_Regional_Airport","SDZY, Zona da Mata Regional Airport, Juiz de Fora Airport"
6001,"SCAR","medium_airport","Chacalluta Airport",-18.348499,-70.338699,167,"SA","CL","CL-AP","Arica","yes","SCAR","ARI","","","https://en.wikipedia.org/wiki/Chacalluta_International_Airport",""
6002,"SCAT","medium_airport","Desierto de Atacama Airport",-27.2611999512,-70.7791976929,670,"SA","CL","CL-AT","Copiapo","yes","SCAT","CPO","","","http://en.wikipedia.org/wiki/Desierto_de_Atacama_Airport",""
6003,"SCBA","medium_airport","Balmaceda Airport",-45.9160995483398,-71.6894989013672,1722,"SA","CL","CL-AI","Balmaceda","yes","SCBA","BBA","","","",""
6004,"SCBE","medium_airport","Barriles Airport",-22.1410999298096,-70.0628967285156,3475,"SA","CL","CL-AN","Tocopilla","no","SCBE","TOQ","","","",""
6006,"SCCC","medium_airport","Chile Chico Airport",-46.5833015441895,-71.6874008178711,1070,"SA","CL","CL-AI","Chile Chico","no","SCCC","CCH","","","",""
6007,"SCCF","medium_airport","El Loa Airport",-22.4981994628906,-68.9036026000977,7543,"SA","CL","CL-AN","Calama","yes","SCCF","CJC","","","",""
6008,"SCCH","medium_airport","Gral. Bernardo O´Higgins Airport",-36.5825004577637,-72.0314025878906,495,"SA","CL","CL-BI","Chillan","no","SCCH","YAI","","","http://en.wikipedia.org/wiki/General_Bernardo_O'Higgins_Airport",""
6009,"SCCI","medium_airport","Pdte. Carlos Ibañez del Campo Airport",-53.002602,-70.854599,139,"SA","CL","CL-MA","Punta Arenas","yes","SCCI","PUQ","","","http://en.wikipedia.org/wiki/Carlos_Ibanez_Del_Campo_International_Airport",""
6011,"SCCY","medium_airport","Teniente Vidal Airport",-45.5942001342773,-72.1061019897461,1020,"SA","CL","CL-AI","Coyhaique","no","SCCY","GXQ","","","",""
6012,"SCDA","medium_airport","Diego Aracena Airport",-20.5352001190186,-70.1812973022461,155,"SA","CL","CL-TA","Iquique","yes","SCDA","IQQ","","","",""
6015,"SCEL","large_airport","Comodoro Arturo Merino Benítez International Airport",-33.3930015563965,-70.7857971191406,1555,"SA","CL","CL-RM","Santiago","yes","SCEL","SCL","","http://www.aeropuertosantiago.cl/ingles/index.php","http://en.wikipedia.org/wiki/Comodoro_Arturo_Merino_Ben%C3%ADtez_International_Airport",""
6017,"SCES","medium_airport","Ricardo García Posada Airport",-26.3111000061035,-69.7651977539062,5240,"SA","CL","CL-AT","El Salvador","yes","SCES","ESR","","","",""
6018,"SCFA","medium_airport","Andrés Sabella Gálvez International Airport",-23.444501,-70.445099,455,"SA","CL","CL-AN","Antofagasta","yes","SCFA","ANF","","","https://en.wikipedia.org/wiki/Andr%C3%A9s_Sabella_G%C3%A1lvez_International_Airport","Cerro Moreno Airport"
6019,"SCFM","medium_airport","Capitan Fuentes Martinez Airport Airport",-53.2537002563477,-70.3191986083984,104,"SA","CL","CL-MA","Porvenir","no","SCFM","WPR","","","",""
6023,"SCGZ","medium_airport","Guardiamarina Zañartu Airport",-54.9310989379883,-67.6262969970703,88,"SA","CL","CL-MA","Puerto Williams","no","SCGZ","WPU","","","",""
6024,"SCHR","medium_airport","Cochrane Airport",-47.2438011169434,-72.5884017944336,643,"SA","CL","CL-AI","Cochrane","no","SCHR","LGR","","","",""
6025,"SCIE","medium_airport","Carriel Sur Airport",-36.772701,-73.063103,26,"SA","CL","CL-BI","Concepcion","yes","SCIE","CCP","","","http://en.wikipedia.org/wiki/Carriel_Sur_International_Airport",""
6026,"SCIP","medium_airport","Mataveri Airport",-27.1648006439,-109.42199707,227,"SA","CL","CL-VS","Isla De Pascua","yes","SCIP","IPC","","","http://en.wikipedia.org/wiki/Mataveri_International_Airport","Rapa Nui, Easter Island"
6027,"SCJO","medium_airport","Cañal Bajo Carlos - Hott Siebert Airport",-40.611198425293,-73.0609970092773,187,"SA","CL","CL-LL","Osorno","yes","SCJO","ZOS","","","http://en.wikipedia.org/wiki/Canal_Bajo_Carlos_Hott_Siebert_Airport",""
6029,"SCLL","medium_airport","Vallenar Airport",-28.596399307251,-70.7559967041016,1725,"SA","CL","CL-AT","Vallenar","no","SCLL","VLR","","","",""
6031,"SCNT","medium_airport","Tte. Julio Gallardo Airport",-51.671501159668,-72.5283966064453,217,"SA","CL","CL-MA","Puerto Natales","no","SCNT","PNT","","","",""
314783,"SCQP","medium_airport","La Araucanía Airport",-38.9259,-72.6515,333,"SA","CL","CL-AR","Temuco","yes","SCQP","ZCO","","","https://en.wikipedia.org/wiki/La_Araucan%C3%ADa_International_Airport",""
6037,"SCRA","medium_airport","Chañaral Airport",-26.3325004577637,-70.6072998046875,97,"SA","CL","CL-AT","Chañaral","no","SCRA","CNR","","","",""
6038,"SCRG","medium_airport","De La Independencia Airport",-34.173698425293,-70.7757034301758,1446,"SA","CL","CL-LI","Rancagua","no","SCRG","QRC","","","",""
6040,"SCSE","medium_airport","La Florida Airport",-29.916201,-71.199501,481,"SA","CL","CL-CO","La Serena-Coquimbo","yes","SCSE","LSC","","","http://en.wikipedia.org/wiki/La_Florida_Airport_(Chile)","COW"
6042,"SCTC","medium_airport","Maquehue Airport",-38.766799926758,-72.637100219727,304,"SA","CL","CL-AR","Temuco","no","SCTC","PZS","","","http://en.wikipedia.org/wiki/Maquehue_Airport","ZCO"
6043,"SCTE","medium_airport","El Tepual Airport",-41.4388999938965,-73.0940017700195,294,"SA","CL","CL-LL","Puerto Montt","yes","SCTE","PMC","","","http://en.wikipedia.org/wiki/El_Tepual_Airport",""
6044,"SCTL","medium_airport","Panguilemo Airport",-35.377799987793,-71.6016998291016,371,"SA","CL","CL-ML","Talca","no","SCTL","TLX","","","",""
6045,"SCTN","medium_airport","Chaitén Airport",-42.9328002929688,-72.6990966796875,13,"SA","CL","CL-LL","Chaiten","no","SCTN","WCH","","","",""
6046,"SCTO","medium_airport","Victoria Airport",-38.2456016540527,-72.3486022949219,1148,"SA","CL","CL-AR","Victoria","no","SCTO","ZIC","","","",""
6047,"SCTT","medium_airport","Las Breas Airport",-25.5643005371094,-70.3759002685547,2580,"SA","CL","CL-AN","Taltal","no","SCTT","TTC","","","",""
6048,"SCVD","medium_airport","Pichoy Airport",-39.6500015259,-73.0860977173,59,"SA","CL","CL-LR","Valdivia","yes","SCVD","ZAL","","","http://en.wikipedia.org/wiki/Pichoy_Airport",""
6050,"SCVM","medium_airport","Viña del mar Airport",-32.9496,-71.4786,461,"SA","CL","CL-VS","Viña Del Mar","no","SCVM","KNA","","","https://en.wikipedia.org/wiki/Vi%C3%B1a_del_Mar_Airport","Torquemada"
6051,"SEAM","medium_airport","Chachoán Airport",-1.21206998825073,-78.5746002197266,8502,"SA","EC","EC-T","Ambato","no","SEAM","ATF","","","",""
6053,"SECO","medium_airport","Francisco De Orellana Airport",-0.46288600564003,-76.9868011474609,834,"SA","EC","EC-D","Coca","yes","SECO","OCC","","","",""
6054,"SECU","medium_airport","Mariscal Lamar Airport",-2.88947,-78.984398,8306,"SA","EC","EC-A","Cuenca","yes","SECU","CUE","","","https://en.wikipedia.org/wiki/Mariscal_Lamar_International_Airport",""
6056,"SEGU","medium_airport","José Joaquín de Olmedo International Airport",-2.15741991997,-79.8835983276,19,"SA","EC","EC-G","Guayaquil","yes","SEGU","GYE","","","http://en.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo_International_Airport","Simon Bolivar International Airport"
6061,"SELT","large_airport","Cotopaxi International Airport",-0.906833,-78.615799,9205,"SA","EC","EC-X","Latacunga","yes","SELT","LTX","","","https://en.wikipedia.org/wiki/Cotopaxi_International_Airport","Latacunga, Vulcano, Ecuador, Cargo, Long runway, Height"
6062,"SEMA","medium_airport","Jose Maria Velasco Ibarra Airport",-4.37823009491,-79.9410018921,1508,"SA","EC","EC-L","Macará","no","SEMA","MRR","","","http://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Velasco_Ibarra_Airport",""
6063,"SEMC","medium_airport","Coronel E Carvajal Airport",-2.29917001724243,-78.1207962036133,3452,"SA","EC","EC-S","Macas","yes","SEMC","XMS","","","http://en.wikipedia.org/wiki/Macas_Airport",""
6064,"SEMH","medium_airport","General Manuel Serrano Airport",-3.2689,-79.961601,11,"SA","EC","EC-O","Machala","no","SEMH","MCH","","","http://en.wikipedia.org/wiki/General_Manuel_Serrano_Airport",""
6066,"SEMT","medium_airport","Eloy Alfaro International Airport",-0.94607800245285,-80.6788024902344,48,"SA","EC","EC-M","Manta","yes","SEMT","MEC","","","http://en.wikipedia.org/wiki/Manta_Air_Base",""
6071,"SEPV","medium_airport","Reales Tamarindos Airport",-1.04165005683899,-80.4721984863281,130,"SA","EC","EC-M","Portoviejo","no","SEPV","PVO","","","",""
308273,"SEQM","large_airport","Mariscal Sucre International Airport",-0.129166666667,-78.3575,7841,"SA","EC","EC-P","Quito","yes","SEQM","UIO","UIO","","http://en.wikipedia.org/wiki/Mariscal_Sucre_International_Airport","Nuevo Aeropuerto Internacional Mariscal Sucre"
6075,"SERO","medium_airport","Santa Rosa International Airport",-3.441986,-79.996957,20,"SA","EC","EC-O","Santa Rosa","yes","SERO","ETR","","","https://en.wikipedia.org/wiki/Santa_Rosa_International_Airport","Machala International Airport"
6076,"SESA","medium_airport","General Ulpiano Paez Airport",-2.20499,-80.988899,18,"SA","EC","EC-G","Salinas","no","SESA","SNC","","","https://en.wikipedia.org/wiki/General_Ulpiano_Paez_Airport",""
6085,"SETR","medium_airport","Tarapoa Airport",-0.122956000268459,-76.3377990722656,814,"SA","EC","EC-U","Tarapoa","no","SETR","TPC","","","",""
6086,"SETU","medium_airport","Teniente Coronel Luis a Mantilla Airport",0.809505999088287,-77.7080993652344,9649,"SA","EC","EC-C","Tulcán","yes","SETU","TUA","","","http://en.wikipedia.org/wiki/Teniente_Coronel_Luis_a_Mantilla_International_Airport",""
6087,"SFAL","medium_airport","Port Stanley Airport",-51.685699462891,-57.777599334717,75,"SA","FK","FK-U-A","Stanley","yes","SFAL","PSY","","","http://en.wikipedia.org/wiki/Port_Stanley_Airport",""
6088,"SGAS","medium_airport","Silvio Pettirossi International Airport",-25.2399997711182,-57.5200004577637,292,"SA","PY","PY-11","Asunción","yes","SGAS","ASU","","","http://en.wikipedia.org/wiki/Silvio_Pettirossi_International_Airport",""
6089,"SGAY","medium_airport","Juan De Ayolas Airport",-27.370554,-56.854064,223,"SA","PY","PY-8","Ayolas","no","SGAY","AYO","","","https://en.wikipedia.org/wiki/Juan_de_Ayolas_Airport",""
6091,"SGES","medium_airport","Guarani International Airport",-25.454516,-54.842682,846,"SA","PY","PY-10","Ciudad del Este","yes","SGES","AGT","","","http://en.wikipedia.org/wiki/Guarani_International_Airport",""
6093,"SGME","medium_airport","Dr. Luis Maria Argaña International Airport",-22.0499992370605,-60.6199989318848,553,"SA","PY","PY-19","Mariscal Estigarribia","no","SGME","ESG","","","http://en.wikipedia.org/wiki/Dr._Luis_Maria_Arga%C3%B1a_International_Airport",""
6094,"SGPI","medium_airport","Carlos Miguel Gimenez Airport",-26.881224,-58.318026,249,"SA","PY","PY-12","Pilar","no","SGPI","PIL","","","https://en.wikipedia.org/wiki/Carlos_Miguel_Jim%C3%A9nez_Airport",""
32305,"SJTC","medium_airport","Bauru - Arealva Airport",-22.1668591409,-49.0502866745,1949,"SA","BR","BR-SP","Bauru","yes","SBAE","JTC","","http://www.daesp.sp.gov.br/aeroportos/bauru_arealva.html","http://en.wikipedia.org/wiki/Bauru-Arealva_Airport",""
6098,"SKAP","medium_airport","Gomez Nino Apiay Air Base",4.07607,-73.5627,1207,"SA","CO","CO-MET","Apiay","no","SKAP","API","APY","","http://en.wikipedia.org/wiki/Captain_Luis_F._G%C3%B3mez_Ni%C3%B1o_Air_Base",""
6099,"SKAR","medium_airport","El Eden Airport",4.45278,-75.7664,3990,"SA","CO","CO-QUI","Armenia","yes","SKAR","AXM","AXM","","http://en.wikipedia.org/wiki/El_Ed%C3%A9n_Airport",""
6100,"SKAS","medium_airport","Tres De Mayo Airport",0.505228,-76.5008,815,"SA","CO","CO-PUT","Puerto Asís","yes","SKAS","PUU","PUU","","http://en.wikipedia.org/wiki/Tres_de_Mayo_Airport",""
6101,"SKBC","medium_airport","Las Flores Airport",9.04554,-73.9749,111,"SA","CO","CO-MAG","El Banco","no","SKBC","ELB","ELB","","",""
6102,"SKBG","medium_airport","Palonegro Airport",7.1265,-73.1848,3897,"SA","CO","CO-SAN","Bucaramanga","yes","SKBG","BGA","BGA","","http://en.wikipedia.org/wiki/Palo_Negro_International_Airport",""
6104,"SKBO","large_airport","El Dorado International Airport",4.70159,-74.1469,8361,"SA","CO","CO-CUN","Bogota","yes","SKBO","BOG","BOG","","http://en.wikipedia.org/wiki/El_Dorado_International_Airport",""
6105,"SKBQ","medium_airport","Ernesto Cortissoz International Airport",10.8896,-74.7808,98,"SA","CO","CO-ATL","Barranquilla","yes","SKBQ","BAQ","BAQ","","http://en.wikipedia.org/wiki/Ernesto_Cortissoz_International_Airport",""
6106,"SKBS","medium_airport","José Celestino Mutis Airport",6.20292,-77.3947,80,"SA","CO","CO-CHO","Bahía Solano","yes","SKBS","BSC","BSC","","http://en.wikipedia.org/wiki/Jos%C3%A9_Celestino_Mutis_Airport",""
6107,"SKBU","medium_airport","Gerardo Tobar López Airport",3.81963,-76.9898,48,"SA","CO","CO-VAC","Buenaventura","yes","SKBU","BUN","BUN","","http://en.wikipedia.org/wiki/Gerardo_Tobar_L%C3%B3pez_Airport",""
6108,"SKCC","medium_airport","Camilo Daza International Airport",7.92757,-72.5115,1096,"SA","CO","CO-NSA","Cúcuta","yes","SKCC","CUC","CUC","","http://en.wikipedia.org/wiki/Camilo_Daza_International_Airport",""
6109,"SKCG","medium_airport","Rafael Nuñez International Airport",10.4424,-75.513,4,"SA","CO","CO-BOL","Cartagena","yes","SKCG","CTG","CTG","","http://en.wikipedia.org/wiki/Rafael_N%C3%BA%C3%B1ez_International_Airport",""
6110,"SKCL","medium_airport","Alfonso Bonilla Aragon International Airport",3.54322,-76.3816,3162,"SA","CO","CO-VAC","Cali","yes","SKCL","CLO","CLO","","http://en.wikipedia.org/wiki/Alfonso_Bonilla_Arag%C3%B3n_International_Airport",""
6112,"SKCO","medium_airport","La Florida Airport",1.81442,-78.7492,8,"SA","CO","CO-NAR","Tumaco","yes","SKCO","TCO","TCO","","http://en.wikipedia.org/wiki/La_Florida_Airport_(Colombia)",""
6113,"SKCU","medium_airport","Juan H White Airport",7.96847,-75.1985,174,"SA","CO","CO-ANT","Caucasia","no","SKCU","CAQ","CAQ","","http://en.wikipedia.org/wiki/Juan_H._White_Airport","Caucasia Airport"
6114,"SKCV","medium_airport","Coveñas Airport",9.40092,-75.6913,31,"SA","CO","CO-SUC","Coveñas","no","SKCV","CVE","CVE","","",""
6115,"SKCZ","medium_airport","Las Brujas Airport",9.33274,-75.2856,528,"SA","CO","CO-SUC","Corozal","yes","SKCZ","CZU","CZU","","http://en.wikipedia.org/wiki/Las_Brujas_Airport_(Colombia)",""
6116,"SKEB","medium_airport","El Bagre Airport",7.59647,-74.8089,180,"SA","CO","CO-ANT","El Bagre","no","SKEB","EBG","EBG","","http://en.wikipedia.org/wiki/El_Bagre_Airport","El Tomin Airport"
6117,"SKEJ","medium_airport","Yariguíes Airport",7.02433,-73.8068,412,"SA","CO","CO-SAN","Barrancabermeja","yes","SKEJ","EJA","EJA","","http://en.wikipedia.org/wiki/Yarigu%C3%ADes_Airport",""
6118,"SKFL","medium_airport","Gustavo Artunduaga Paredes Airport",1.58919,-75.5644,803,"SA","CO","CO-CAQ","Florencia","yes","SKFL","FLA","FLA","","http://en.wikipedia.org/wiki/Gustavo_Artunduaga_Paredes_Airport",""
6120,"SKGI","medium_airport","Santiago Vila Airport",4.27624,-74.7967,900,"SA","CO","CO-CUN","Girardot","no","SKGI","GIR","GIR","","http://en.wikipedia.org/wiki/Santiago_Vila_Airport",""
6121,"SKGO","medium_airport","Santa Ana Airport",4.75818,-75.9557,2979,"SA","CO","CO-VAC","Cartago","yes","SKGO","CRC","CRC","","http://en.wikipedia.org/wiki/Santa_Ana_Airport_(Colombia)",""
6122,"SKGP","medium_airport","Juan Casiano Airport",2.57013,-77.8986,164,"SA","CO","CO-CAU","Guapi","yes","SKGP","GPI","GPI","","http://en.wikipedia.org/wiki/Glacier_Park_International_Airport",""
6124,"SKIB","medium_airport","Perales Airport",4.42161,-75.1333,2999,"SA","CO","CO-TOL","Ibagué","yes","SKIB","IBE","IBE","","http://en.wikipedia.org/wiki/Perales_Airport",""
6126,"SKIP","medium_airport","San Luis Airport",0.861925,-77.6718,9765,"SA","CO","CO-NAR","Ipiales","yes","SKIP","IPI","IPI","","http://en.wikipedia.org/wiki/San_Luis_Airport_(Colombia)",""
6127,"SKLC","medium_airport","Antonio Roldan Betancourt Airport",7.81196,-76.7164,46,"SA","CO","CO-ANT","Carepa","yes","SKLC","APO","APO","","http://en.wikipedia.org/wiki/Antonio_Rold%C3%A1n_Betancourt_Airport",""
6129,"SKLM","medium_airport","Jorge Isaac Airport",11.2325,-72.4901,281,"SA","CO","CO-LAG","La Mina-Maicao","no","SKLM","MCJ","LMA","","http://en.wikipedia.org/wiki/Jorge_Isaacs_Airport",""
6130,"SKLT","medium_airport","Alfredo Vásquez Cobo International Airport",-4.19355,-69.9432,277,"SA","CO","CO-AMA","Leticia","yes","SKLT","LET","LET","","http://en.wikipedia.org/wiki/V%C3%A1squez_Cobo_International_Airport",""
6132,"SKMD","medium_airport","Enrique Olaya Herrera Airport",6.220549,-75.590582,4949,"SA","CO","CO-ANT","Medellín","yes","SKMD","EOH","EOH","","http://en.wikipedia.org/wiki/Enrique_Olaya_Herrera_International_Airport",""
6134,"SKMG","medium_airport","Baracoa Airport",9.28474,-74.8461,178,"SA","CO","CO-BOL","Magangué","no","SKMG","MGN","MGN","","http://en.wikipedia.org/wiki/Baracoa_Regional_Airport",""
6138,"SKMR","medium_airport","Los Garzones Airport",8.82374,-75.8258,36,"SA","CO","CO-COR","Montería","yes","SKMR","MTR","MTR","","http://en.wikipedia.org/wiki/Los_Garzones_Airport",""
6139,"SKMU","medium_airport","Fabio Alberto Leon Bentley Airport",1.25366,-70.2339,680,"SA","CO","CO-VAU","Mitú","yes","SKMU","MVP","MVP","","http://en.wikipedia.org/wiki/Fabio_Alberto_Le%C3%B3n_Bentley_Airport",""
6140,"SKMZ","medium_airport","La Nubia Airport",5.0296,-75.4647,6871,"SA","CO","CO-CAL","Manizales","yes","SKMZ","MZL","MZL","","http://en.wikipedia.org/wiki/La_Nubia_Airport",""
6141,"SKNV","medium_airport","Benito Salas Airport",2.95015,-75.294,1464,"SA","CO","CO-HUI","Neiva","yes","SKNV","NVA","NVA","","http://en.wikipedia.org/wiki/Benito_Salas_Airport","La Manguita"
6142,"SKOC","medium_airport","Aguas Claras Airport",8.31506,-73.3583,3850,"SA","CO","CO-NSA","Ocaña","no","SKOC","OCV","OCV","","http://en.wikipedia.org/wiki/Aguas_Claras_Airport",""
6146,"SKPC","medium_airport","German Olano Airport",6.18472,-67.4932,177,"SA","CO","CO-VID","Puerto Carreño","yes","SKPC","PCR","PCR","","http://en.wikipedia.org/wiki/Germ%C3%A1n_Olano_Airport","Puerto Carreño Airport"
6147,"SKPD","medium_airport","Obando Airport",3.85353,-67.9062,460,"SA","CO","CO-GUA","Puerto Inírida","yes","SKPD","PDA","PDA","","http://en.wikipedia.org/wiki/Obando_Airport",""
6148,"SKPE","medium_airport","Matecaña International Airport",4.81267,-75.7395,4416,"SA","CO","CO-RIS","Pereira","yes","SKPE","PEI","PEI","","http://en.wikipedia.org/wiki/Mateca%C3%B1a_International_Airport",""
6149,"SKPI","medium_airport","Pitalito Airport",1.85777,-76.0857,4212,"SA","CO","CO-HUI","Pitalito","no","SKPI","PTX","","","",""
6151,"SKPP","medium_airport","Guillermo León Valencia Airport",2.4544,-76.6093,5687,"SA","CO","CO-CAU","Popayán","yes","SKPP","PPN","PPN","","http://en.wikipedia.org/wiki/Guillermo_Leon_Valencia_Airport",""
6152,"SKPQ","medium_airport","German Olano Air Base",5.48361,-74.6574,566,"SA","CO","CO-CUN","La Dorada","no","SKPQ","PAL","PQE","","http://en.wikipedia.org/wiki/Captain_Germ%C3%A1n_Olano_Moreno_Air_Base","Palanquero Airport"
6154,"SKPS","medium_airport","Antonio Narino Airport",1.39625,-77.2915,5951,"SA","CO","CO-NAR","Pasto","yes","SKPS","PSO","PSO","","http://en.wikipedia.org/wiki/Antonio_Nari%C3%B1o_Airport",""
6155,"SKPV","medium_airport","El Embrujo Airport",13.3569,-81.3583,10,"SA","CO","CO-SAP","Providencia","yes","SKPV","PVA","PVA","","http://en.wikipedia.org/wiki/El_Embrujo_Airport",""
6156,"SKPZ","medium_airport","Paz De Ariporo Airport",5.87615,-71.8866,900,"SA","CO","CO-CAS","Paz De Ariporo","no","SKPZ","PZA","PZA","","",""
6157,"SKQU","medium_airport","Mariquita Airport",5.21256,-74.8836,1531,"SA","CO","CO-TOL","Mariquita","no","SKQU","MQU","MQU","","http://en.wikipedia.org/wiki/Mariquita_Airport",""
6158,"SKRG","medium_airport","Jose Maria Córdova International Airport",6.16454,-75.4231,6955,"SA","CO","CO-ANT","Medellín","yes","SKRG","MDE","MDE","","http://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_C%C3%B3rdova_International_Airport",""
6159,"SKRH","medium_airport","Almirante Padilla Airport",11.5262,-72.926,43,"SA","CO","CO-LAG","Riohacha","yes","SKRH","RCH","RCH","","http://en.wikipedia.org/wiki/Riohacha_Airport",""
6160,"SKSJ","medium_airport","Jorge E. Gonzalez Torres Airport",2.57969,-72.6394,605,"SA","CO","CO-GUV","San José Del Guaviare","yes","SKSJ","SJE","SJE","","http://en.wikipedia.org/wiki/Jorge_Enrique_Gonz%C3%A1lez_Torres_Airport",""
6161,"SKSM","medium_airport","Simón Bolívar International Airport",11.1196,-74.2306,22,"SA","CO","CO-MAG","Santa Marta","yes","SKSM","SMR","SMR","","http://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport_(Colombia)",""
6163,"SKSP","medium_airport","Gustavo Rojas Pinilla International Airport",12.5836,-81.7112,19,"SA","CO","CO-SAP","San Andrés","yes","SKSP","ADZ","ADZ","","http://en.wikipedia.org/wiki/Gustavo_Rojas_Pinilla_International_Airport",""
6164,"SKSV","medium_airport","Eduardo Falla Solano Airport",2.15217,-74.7663,920,"SA","CO","CO-CAQ","San Vicente Del Caguán","yes","SKSV","SVI","SVI","","http://en.wikipedia.org/wiki/Eduardo_Falla_Solano_Airport",""
6168,"SKTM","medium_airport","Gustavo Vargas Airport",6.45108,-71.7603,1050,"SA","CO","CO-ARA","Tame","yes","SKTM","TME","TME","","http://en.wikipedia.org/wiki/Gabriel_Vargas_Santos_Airport",""
6169,"SKTQ","medium_airport","Tres Esquinas Air Base",0.7459,-75.234,585,"SA","CO","CO-CAQ","Tres Esquinas","no","SKTQ","TQS","TQS","","",""
6171,"SKUC","medium_airport","Santiago Perez Airport",7.06888,-70.7369,420,"SA","CO","CO-ARA","Arauca","yes","SKUC","AUC","AUC","","http://en.wikipedia.org/wiki/Santiago_P%C3%A9rez_Airport",""
6172,"SKUI","medium_airport","El Caraño Airport",5.69076,-76.6412,204,"SA","CO","CO-CHO","Quibdó","yes","SKUI","UIB","UIB","","http://en.wikipedia.org/wiki/El_Cara%C3%B1o_Airport",""
6173,"SKUL","medium_airport","Heriberto Gíl Martínez Airport",4.08836,-76.2351,3132,"SA","CO","CO-VAC","Tuluá","no","SKUL","ULQ","ULQ","","http://en.wikipedia.org/wiki/Heriberto_G%C3%ADl_Mart%C3%ADnez_Airport","Farfan Airport"
6176,"SKVP","medium_airport","Alfonso López Pumarejo Airport",10.435,-73.2495,483,"SA","CO","CO-CES","Valledupar","yes","SKVP","VUP","VUP","","http://en.wikipedia.org/wiki/Valledupar_Airport",""
6177,"SKVV","medium_airport","Vanguardia Airport",4.16787,-73.6138,1394,"SA","CO","CO-MET","Villavicencio","yes","SKVV","VVC","VVC","","http://en.wikipedia.org/wiki/La_Vanguardia_Airport",""
